"id","Source","Target","distance"
"58471","LIS","MXP","U2"
"58472","LIS","NCE","U2"
"58473","LIS","SXF","U2"
"58474","LJU","STN","U2"
"58475","LPA","BSL","U2"
"58476","LPA","LGW","U2"
"58477","LPL","ACE","U2"
"58478","LPL","AGP","U2"
"58479","LPL","ALC","U2"
"58480","LPL","AMS","U2"
"58481","LPL","BCN","U2"
"58482","LPL","BFS","U2"
"58483","LPL","BJV","U2"
"58484","LPL","CDG","U2"
"58485","LPL","FAO","U2"
"58486","LPL","FUE","U2"
"58487","LPL","GVA","U2"
"58488","LPL","IOM","U2"
"58489","LPL","JER","U2"
"58490","LPL","KRK","U2"
"58491","LPL","LCA","U2"
"58492","LPL","LIS","U2"
"58493","LPL","MAD","U2"
"58494","LPL","NAP","U2"
"58495","LPL","NCE","U2"
"58496","LPL","PMI","U2"
"58497","LPL","RHO","U2"
"58498","LPL","SXF","U2"
"58499","LTN","ABZ","U2"
"58500","LTN","AGP","U2"
"58501","LTN","ALC","U2"
"58502","LTN","AMS","U2"
"58503","LTN","BCN","U2"
"58504","LTN","BFS","U2"
"58505","LTN","BOD","U2"
"58506","LTN","BUD","U2"
"58507","LTN","CDG","U2"
"58508","LTN","CFU","U2"
"58509","LTN","CTA","U2"
"58510","LTN","DTM","U2"
"58511","LTN","EDI","U2"
"58512","LTN","FAO","U2"
"58513","LTN","GLA","U2"
"58514","LTN","GVA","U2"
"58515","LTN","HAM","U2"
"58516","LTN","HER","U2"
"58517","LTN","IBZ","U2"
"58518","LTN","INV","U2"
"58519","LTN","KEF","U2"
