"serial_num","id","latitude","longitude","Label"
"1487","GET",-28.7975,"114.7061","Geraldton"
"1488","GEV",67.1331,"20.8122","Gallivare"
"1489","GEY",44.5168,"-108.0828","SOUTH BIG HORN CO."
"1490","GFA",47.5046,"-111.1873","GREAT FALLS/MALMSTROM AFHP"
"1491","GFF",-34.2517,"146.0667","Griffith                                "
"1492","GFK",47.9493,"-97.1761","Grand Forks                             "
"1493","GFL",43.3411,"-73.6103","GLENS FALLS FLOYD BENNETT MEML"
"1494","GFN",-29.7633,"153.0286","Grafton"
"1495","GFY",-19.6,"18.1333","GROOTFONTEIN"
"1496","GGG",32.384,"-94.7115","Longview"
"1497","GGM",0.2664,"34.7833","Kakamega"
"1498","GGS",-48.7836,"-70.1608","GOBERNADOR GREGORES"
"1499","GGT",23.5626,"-75.8780","George Town"
"1500","GGW",48.2125,"-106.6147","Glasgow"
"1501","GHA",32.3817,"3.7994","Ghardaia"
"1502","GHB",25.2847,"-76.3310","Governors Harbour                       "
"1503","GHC",25.7383,"-77.8401","  Bullock Harbour"
"1504","GHE",8.067,"-78.3670","Garachine"
"1505","GHF",49.6483,"9.9667","GIEBELSTADT AAF"
"1506","GHT",25.1369,"10.1450","Ghat                                    "
"1507","GHU",-33.0108,"-58.6125","GUALEGUAYCHU"
"1508","GIB",36.15,"-5.3500","Gibraltar                               "
"1509","GIC",-9.2333,"142.2183","  Boigu Island"
"1510","GIG",-22.81,"-43.2506","Rio de Janeiro International Apt"
"1511","GII",11.4011,"-9.1868","SIGUIR"
"1512","GIL",35.9244,"74.3403","Gilgit                                  "
"1513","GIR",4.2761,"-74.7958","GIRARDOT / SANTIAGO VILA"
"1514","GIS",-38.6633,"177.9783","Gisborne"
"1515","GIU",7.9558,"80.7281","Sigiriya"
"1516","GIZ",16.9011,"42.5858","Jazan                                   "
"1517","GJA",16.4454,"-85.9066","Guanaja"
"1518","GJL",36.7944,"5.8736","JIJEL/FERHAT ABBAS"
"1519","GJM",-10.7881,"-65.2811","GUAJARA-MIRIM"
"1520","GJT",39.1224,"-108.5267","Grand Junction"
"1521","GKA",-6.0844,"145.3966","Goroka                                  "
"1522","GKE",50.9608,"6.0425","GEILENKIRCHEN"
"1523","GKK",0.7308,"73.4331","Kooddoo Island                          "
"1524","GKN",62.1549,"-145.4566","GULKANA"
"1525","GLA",55.8719,"-4.4331","Glasgow International Airport"
"1526","GLD",39.3706,"-101.6989","GOODLAND RENNER FLD (GOD.MUNI)"
"1527","GLE",33.6514,"-97.1969","GAINESVILLE MUNI"
"1528","GLF",8.6538,"-83.1805","Golfito                                 "
"1529","GLH",33.4828,"-90.9856","Greenville                              "
"1530","GLI",-29.6767,"151.6917","GLEN INNES"
"1531","GLK",6.7808,"47.4547","Galcaio                                 "
"1532","GLN",29.0267,"-10.0503","Guelmime"
"1533","GLO",51.8942,"-2.1672","Gloucester/Cheltenham                   "
"1534","GLS",29.2653,"-94.8604","GALVESTON INTL-SCHOLES FLD"
"1535","GLT",-23.8714,"151.2217","Gladstone"
"1536","GLV",64.5505,"-163.0072","Golovin                                 "
"1537","GLZ",51.5681,"4.9331","BREDA/GILZE-RIJEN"
"1538","GMA",3.2667,"19.7667","Gemena"
"1539","GMB",8.1173,"34.5634","Gambela"
"1540","GME",52.5272,"31.0183","GOMEL"
"1541","GMI",-6.2711,"150.3306","  Gasmata Island"
"1542","GML",50.5983,"30.1967","KYIV/ANTONOV-GOSTOMEL"
"1543","GMN",-42.4617,"171.1900","GREYMOUTH"
"1544","GMO",10.2894,"11.1717","Gombe"
"1545","GMP",37.5569,"126.7975","Seoul Gimpo International Airport"
"1546","GMR",-23.0833,"-134.8833","Totegegie"
"1547","GMU",34.8481,"-82.3500","GREENVILLE DOWNTOWN"
"1548","GMZ",28.0296,"-17.2146","San Sebastian/Gomera"
"1549","GNA",53.6017,"24.0550","GRODNO"
"1550","GNB",45.3631,"5.3328","GRENOBLE ST GEOIRS"
"1551","GND",12.0039,"-61.7861","Grenada                                 "
"1552","GNE",-21.7,"21.6667","GHANZI"
"1553","GNI",22.6744,"121.4583","LYUDAO"
"1554","GNM",-14.2064,"-42.7506","GUANAMBI"
"1555","GNR",-38.9833,"-67.6000","GENERAL ROCA/FUERTE GRAL ROCA"
"1556","GNS",1.1664,"97.7047","Gunung Sitoli"
"1557","GNT",35.1653,"-107.9006","GRANTS-MILAN MUNI"
"1558","GNU",59.1174,"-161.5774","Goodnews Bay"
"1559","GNV",29.69,"-82.2719","Gainesville                             "
"1560","GNY",37.0919,"38.8462","Sanliurfa"
"1561","GOA",44.4131,"8.8378","Genoa"
"1562","GOH",64.1909,"-51.6781","Nuuk                                    "
"1563","GOI",15.3797,"73.8278","Goa"
"1564","GOJ",56.23,"43.7833","Nizhny Novgorod                         "
"1565","GOM",-1.6709,"29.2384","Goma                                    "
"1566","GON",41.33,"-72.0451","GROTON/NEW LONDON"
"1567","GOO",-28.5217,"150.3200","GOONDIWINDI"
"1568","GOP",26.7397,"83.4497","Gorakhpur"
"1569","GOQ",34.6333,"98.8667","Golmud                                  "
"1570","GOT",57.66,"12.2911","Goteborg Landvetter Apt"
"1571","GOU",9.3367,"13.3811","Garoua                                  "
"1572","GOV",-12.27,"136.8183","Nhulunbuy"
"1573","GOY",-29.1,"-59.2500","GOYA"
"1574","GOZ",43.1517,"25.7117","GORNA/ORYAHOVITSA"
"1575","GPA",38.15,"21.4167","Patrai"
"1576","GPB",-25.3881,"-51.5244","GUARAPUAVA"
"1577","GPI",2.5701,"-77.8986","Guapi"
"1578","GPO",-35.6875,"-63.7417","GENERAL PICO"
"1579","GPS",-0.4539,"-90.2658","Baltra Island"
"1580","GPT",30.4073,"-89.0701","Gulfport/Biloxi"
"1581","GPZ",47.2111,"-93.5098","GRAND RAPIDS/ITASCA CO NEWSTRO"
"1582","GRB",44.4851,"-88.1296","Green Bay"
"1583","GRF",47.0792,"-122.5807","GRAY AAF AIRPORT FT LEWIS"
"1584","GRI",40.9675,"-98.3096","Grand Island"
"1585","GRJ",-34.0111,"22.3806","George"
"1586","GRK",31.0672,"-97.8289","Killeen Gray AAF"
"1587","GRO",41.901,"2.7605","Girona"
"1588","GRP",-11.7433,"-49.1250","GURUPI"
"1589","GRQ",53.125,"6.5833","Groningen"
"1590","GRR",42.8808,"-85.5228","Grand Rapids                            "
"1591","GRS",42.7597,"11.0719","GROSSETO"
"1592","GRU",-23.4356,"-46.4731","Sao Paulo Guarulhos Intl Apt            "
"1593","GRV",43.333,"45.7000","Grozny                                  "
"1594","GRW",39.0922,"-28.0298","Graciosa Island"
"1595","GRX",37.1887,"-3.7774","Granada                                 "
"1596","GRY",66.5547,"-18.0175","GRIMSEY"
"1597","GRZ",46.9931,"15.4392","Graz"
"1598","GSB",35.3393,"-77.9607","GOLDSBORO/SEYMOUR JOHNSON AFB"
"1599","GSE",57.7756,"11.8706","Goteborg City Apt                       "
"1600","GSM",26.7519,"55.8972","Gheshm Island                           "
"1601","GSO",36.0977,"-79.9373","Greensboro/High Point"
"1602","GSP",34.8956,"-82.2188","Greenville/Spartanburg Apt              "
"1603","GSQ",22.5833,"28.7161","SHARK EL-OWINAT"
"1604","GST",58.4243,"-135.7073","Gustavus Apt"
"1605","GSU",14.1333,"35.3167","GEDAREF"
"1606","GTA",-8.75,"158.2000","Gatokae SB"
"1607","GTB",44.0556,"-75.7195","WHEELER SACK AAF"
"1608","GTE",-13.975,"136.4600","Groote Eylandt"
"1609","GTF",47.482,"-111.3707","Great Falls International Apt"
"1610","GTH",30.1167,"30.9167","CAIRO WEST MIL"
"1611","GTO",0.6383,"122.8522","Gorontalo                               "
"1612","GTR",33.4503,"-88.5914","Columbus Golden Triangle Regional Apt"
"1613","GTS",-26.95,"133.6000","The Granites"
"1614","GTZ",-2.0169,"34.2210","Grumeti"
"1615","GUA",14.5817,"-90.5267","Guatemala City"
"1616","GUC",38.5339,"-106.9330","Gunnison"
"1617","GUH",-30.9611,"150.2506","GUNNEDAH"
"1618","GUI",10.58,"-62.3183","GUIRIA ALMIRANTE/C. COLON"
"1619","GUJ",-22.7911,"-45.2039","GUARATINGUETA"
"1620","GUL",-34.8089,"149.7278","GOULBURN"
"1621","GUM",13.4839,"144.7972","Guam Antonio B Won Pat International"
"1622","GUP",35.5111,"-108.7893","GALLUP MUNI"
"1623","GUQ",9.0167,"-69.7333","GUANARE"
"1624","GUR",-10.3104,"150.3341","Alotau"
"1625","GUT",51.9237,"8.3075","GUTERSLOH"
"1626","GUW",47.1219,"51.8214","Atyrau                                  "
"1627","GUY",36.6853,"-101.5078","GUYMON MUNI"
"1628","GUZ",-20.65,"-40.4917","GUARAPARI"
"1629","GVA",46.2383,"6.1094","Geneva"
"1630","GVE",38.1567,"-78.1650","GORDONSVILLE MUNI"
"1631","GVN",48.58,"140.1800","Sovetskaya Gavan"
"1632","GVR",-18.8947,"-41.9817","Governador Valadares"
"1633","GVT",33.0678,"-96.0653","GREENVILLE MAJORS"
"1634","GVX",60.5933,"16.9514","GAVLE"
"1635","GWD",25.2333,"62.3295","Gwadar"
"1636","GWE",-19.4417,"29.8583","GWERU/THORNHILL"
"1637","GWL",26.2933,"78.2278","Gwalior"
"1638","GWO",33.495,"-90.0850","GREENWOOD/LEFLORE"
"1639","GWT",54.9116,"8.3424","Westerland"
"1640","GWY",53.3002,"-8.9412","GALWAY"
"1641","GXF",15.9636,"48.7850","Sayun"
"1642","GXG",-7.7667,"15.3000","NEGAGE"
"1643","GXH",34.8106,"102.6447","Xiahe                                   "
"1644","GXQ",-45.5928,"-72.1019","COYHAIQUE/TENIENTE VIDAL"
"1645","GYA",-10.8217,"-65.3458","Guayaramerin                            "
"1646","GYD",40.4675,"50.0467","Baku Heydar Aliyev International Apt"
"1647","GYE",-2.1581,"-79.8839","Guayaquil"
"1648","GYH",34.7583,"-82.3764","DONALDSON CENTER AIRPORT"
"1649","GYI",-1.6772,"29.2589","  Gisenyi"
"1650","GYL",-16.6369,"128.4500","ARGYLE"
"1651","GYM",27.9693,"-110.9178","GUAYMAS"
"1652","GYN",-16.6297,"-49.2267","Goiania                                 "
"1653","GYP",-26.2833,"152.7000","GYMPIE"
"1654","GYR",33.4237,"-112.3745","PHOENIX GOODYEAR"
"1655","GYS",32.3911,"105.7017","Guangyuan"
"1656","GYY",41.6163,"-87.4128","GARY/CHICAGO INTL"
"1657","GZA",31.2464,"34.2761","GAZA INTL"
"1658","GZO",-8.097,"156.8630","Gizo"
"1659","GZP",36.2992,"32.3006","Gazipasa"
"1660","GZT",36.9489,"37.4792","Gaziantep"
"1661","HAA",70.4867,"22.1397","Hasvik                                  "
"1662","HAC",33.115,"139.7856","Hachijojima                             "
"1663","HAD",56.6908,"12.8200","Halmstad"
"1664","HAE",36.1916,"-113.0924","  Supai Village"
"1665","HAH",-11.5365,"43.2713","Moroni Prince Said Ibrahim"
"1666","HAJ",52.4602,"9.6835","Hannover"
"1667","HAK",19.9333,"110.4567","Haikou"
"1668","HAM",53.6303,"9.9883","Hamburg Airport"
"1669","HAN",21.2217,"105.8056","Hanoi"
"1670","HAQ",6.7464,"73.1686","Hanimaadhoo Island                      "
"1671","HAS",27.4398,"41.6863","Hail                                    "
"1672","HAU",59.3432,"5.2125","Haugesund"
"1673","HAV",22.9892,"-82.4092","Havana                                  "
"1674","HAW",51.8331,"-4.9611","HAVERFORDWEST"
"1675","HBA",-42.8367,"147.5100","Hobart"
"1676","HBE",30.9181,"29.6958","Alexandria Borg el Arab                 "
"1677","HBR",34.9914,"-99.0514","HOBART"
"1678","HBU",48.8556,"103.4722","Bulgan (Khovd)"
"1679","HBX",15.3617,"75.0849","Hubli                                   "
"1680","HCN",22.0411,"120.7302","Hengchun"
"1681","HCQ",-18.2333,"127.6700","HALLS CREEK"
"1682","HCR",62.1883,"-159.7749","Holy Cross"
"1683","HDB",49.3933,"8.6517","HEIDELBERG AAF"
"1684","HDD",25.3,"68.3833","HYDERABAD"
"1685","HDF",53.8787,"14.1523","Heringsdorf"
"1686","HDG",36.6,"114.4600","Handan                                  "
"1687","HDM",34.8694,"48.5506","Hamadan                                 "
"1688","HDN",40.5203,"-107.3047","Hayden"
"1689","HDO",29.3594,"-99.1767","HONDO MUNI"
"1690","HDS",-24.3546,"31.0504","Hoedspruit"
"1691","HDY",6.9328,"100.3950","Hat Yai"
"1692","HEA",34.2161,"62.2264","Herat                                   "
"1693","HEH",20.7433,"96.7930","Heho                                    "
"1694","HEI",54.155,"8.9033","  Heide-B�sum"
"1695","HEK",50.25,"127.3000","Heihe"
"1696","HEL",60.3172,"24.9633","Helsinki-Vantaa                         "
"1697","HEM",60.2539,"25.0442","HELSINKI/MALMI"
"1698","HEN",60.1478,"24.9242","Helsinki Heliport"
"1699","HER",35.3397,"25.1803","Irakleion                               "
"1700","HET",40.8517,"111.8250","Hohhot                                  "
"1701","HEW",37.8958,"23.7278","ATHENS/CENTRAL"
"1702","HEZ",31.6133,"-91.2967","HARDY-ANDERS FLD/NATCHEZ-ADAMS"
"1703","HFA",32.8094,"35.0431","Haifa                                   "
"1704","HFD",41.7367,"-72.6333","HARTFORD BRAINARD"
"1705","HFE",31.7833,"117.3000","Hefei                                   "
"1706","HFN",64.2956,"-15.2272","HOFN/HORNAFFJOROUR"
"1707","HFS",60.0211,"13.5789","Hagfors"
"1708","HFT",70.6797,"23.6686","Hammerfest                              "
"1709","HGA",9.4878,"44.0875","Hargeisa                                "
"1710","HGD",-20.8164,"144.2242","HUGHENDEN"
"1711","HGH",30.2283,"120.4317","Hangzhou"
"1712","HGL",54.1853,"7.9158","HELGOLAND-DUENE"
"1713","HGN",19.3017,"97.9750","Mae Hong Son"
"1714","HGR",39.7085,"-77.7265","Hagerstown"
"1715","HGU",-5.8333,"144.3000","Mount Hagen"
"1716","HHA",28.1892,"113.2196","  Changsha"
"1717","HHE",40.5522,"141.4672","HACHINOHE"
"1718","HHH",32.2244,"-80.6975","Hilton Head Island"
"1719","HHN",49.9487,"7.2639","Frankfurt Hahn Airport                  "
"1720","HHP",22.25,"114.1833","H K Heliport"
"1721","HHQ",12.6303,"99.9533","Hua Hin"
"1722","HHR",33.9233,"-118.3350","NORTHROP/HAWTHORNE MUNICIPAL"
"1723","HHZ",-17.5447,"-142.6144","Hikueru                                 "
"1724","HIA",33.53,"119.2300","Huai'an                                 "
"1725","HIB",47.3867,"-92.8389","Hibbing/Chisholm"
"1726","HID",-10.5881,"142.2889","Horn Island"
"1727","HIF",41.1239,"-111.9730","OGDEN/HILL AFB"
"1728","HIJ",34.436,"132.9194","Hiroshima"
"1729","HIK",21.3187,"-157.9224","HICKAM"
"1730","HIL",6.0775,"44.7639","  Shilabo"
"1731","HIN",35.0914,"128.0761","Jinju"
"1732","HIO",45.5404,"-122.9498","PORTLAND/HILLSBORO"
"1733","HIR",-9.4183,"160.0533","Honiara"
"1734","HIS",-20.06,"148.8814","  Hayman Island"
"1735","HIW",34.3668,"132.4139","HIROSHIMANISHI"
"1736","HIX",-9.7722,"-139.0147","HIVA-HOA"
"1737","HJJ",27.11,"109.0400","Huaihua                                 "
"1738","HJR",24.8194,"79.9200","Khajuraho                               "
"1739","HKB",63.8676,"-148.9688","Healy Lake"
"1740","HKD",41.77,"140.8219","Hakodate"
"1741","HKG",22.3089,"113.9146","Hong Kong International Apt             "
"1742","HKK",-42.7136,"170.9853","Hokitika"
"1743","HKN",-5.4622,"150.4049","Hoskins                                 "
"1744","HKT",8.1125,"98.3093","Phuket"
"1745","HKY",35.7411,"-81.3894","HICKORY REGIONAL"
"1746","HLA",-25.9333,"27.9222","Johannesburg Lanseria International Apt"
"1747","HLC",39.3789,"-99.8314","HILL CITY MUNI"
"1748","HLD",49.205,"119.8250","Hailar"
"1749","HLF",57.5258,"15.8233","HULTSFRED-VIMMERBY"
"1750","HLG",40.175,"-80.6464","WHEELING OHIO CO"
"1751","HLH",46.083,"122.0170","Ulanhot"
"1752","HLN",46.6067,"-111.9827","Helena"
"1753","HLP",-6.2675,"106.8864","JAKARTA HALIM INTL"
"1754","HLT",-37.645,"142.0583","HAMILTON"
"1755","HLU",-21.2564,"165.6175","HOUAILOU-NESSON"
"1756","HLZ",-37.8664,"175.3353","Hamilton"
"1757","HMA",61.0283,"69.0867","Khanty-Mansiysk"
"1758","HMB",22.5806,"28.7207","Sohag"
"1759","HME",31.6739,"6.1406","Hassi Messaoud"
"1760","HMI",42.8414,"93.6692","Hami"
"1761","HMJ",49.3597,"26.9334","  Khmelnitskiy"
"1762","HMN",32.8517,"-106.1017","HOLLOMAN AFB"
"1763","HMO",29.0958,"-111.0479","Hermosillo                              "
"1764","HMV",65.8061,"15.0828","Hemavan/Tarnaby"
"1765","HNA",39.4286,"141.1353","Hanamaki"
"1766","HND",35.5533,"139.7812","Tokyo Intl (Haneda)"
"1767","HNH",58.0961,"-135.4097","Hoonah                                  "
"1768","HNL",21.3187,"-157.9224","Honolulu International Apt              "
"1769","HNM",20.7956,"-156.0144","Hana"
"1770","HNS",59.2438,"-135.5235","Haines"
"1771","HOB",32.6875,"-103.2169","Hobbs Lea County Apt"
"1772","HOD",14.7514,"42.9761","Hodeidah"
"1773","HOE",20.5,"103.7500","Houeisay                                "
"1774","HOF",25.2854,"49.4853","Hofuf                                   "
"1775","HOG",20.7856,"-76.3150","Holguin"
"1776","HOH",47.3853,"9.7006","HOHENEMS/DORNBIRN"
"1777","HOI",-18.0644,"-140.9569","Hao                                     "
"1778","HOM",59.6456,"-151.4766","Homer"
"1779","HON",44.3852,"-98.2285","Huron                                   "
"1780","HOP",36.6686,"-87.4961","CAMPBELL AAF (FT CAMPBELL)"
"1781","HOQ",50.2888,"11.8549","HOF-PLAUEN"
"1782","HOR",38.52,"-28.7164","Horta                                   "
"1783","HOT",34.4781,"-93.0961","Hot Springs                             "
"1784","HOU",29.6454,"-95.2789","Houston Hobby Apt                       "
"1785","HOV",62.18,"6.0743","Orsta/Volda                             "
"1786","HPA",-19.7781,"-174.3467","HA APAI"
"1787","HPB",61.5239,"-166.1466","Hooper Bay"
"1788","HPH",20.8207,"106.7245","Haiphong                                "
"1789","HPN",41.067,"-73.7076","Westchester County"
"1790","HQM",46.9712,"-123.9365","HOQUIAM/BOWERMAN"
"1791","HRB",45.6167,"126.2500","Harbin                                  "
"1792","HRE",-17.9328,"31.0939","Harare                                  "
"1793","HRG",27.1786,"33.8008","Hurghada                                "
"1794","HRI",6.2845,"81.1241","Hambantota"
"1795","HRK",49.925,"36.2917","Kharkiv                                 "
"1796","HRL",26.2285,"-97.6544","Harlingen                               "
"1797","HRM",32.9327,"3.2981","Hassi R'mel"
"1798","HRO",36.2614,"-93.1547","Harrison                                "
"1799","HRR",18.4697,"-69.9694","HERRERA INTL"
"1800","HSA",30.3678,"-89.4547","BAY ST LOUIS / STENNIS"
"1801","HSB",37.8113,"-88.5503","HARRISBURG-RALEIGH"
"1802","HSE",35.2328,"-75.6178","HATTERAS BILLY MITCHELL"
"1803","HSG",33.1497,"130.3022","Saga                                    "
"1804","HSI",40.6053,"-98.4278","HASTINGS MUNI"
"1805","HSK",42.0809,"-0.3235","  Huesca"
"1806","HSL",65.6979,"-156.3514","Huslia                                  "
"1807","HSM",-36.6711,"142.1733","HORSHAM"
"1808","HSN",29.9342,"122.3622","Zhoushan"
"1809","HST",25.4886,"-80.3833","HOMESTEAD"
"1810","HSV",34.6372,"-86.7751","Huntsville International Airport"
"1811","HSZ",24.8167,"120.9333","HSINCHU"
"1812","HTA",52.0267,"113.3050","Chita"
"1813","HTG",71.9783,"102.4933","KHATANGA"
"1814","HTI",-20.3583,"148.9517","Hamilton Island"
"1815","HTL",44.3597,"-84.6711","HOUGHTON LAKE ROSCOMMON CO"
"1816","HTM",50.4519,"100.1670","Khatgal"
"1817","HTN",37.0333,"79.8667","Hotan"
"1818","HTS",38.3667,"-82.5580","Huntington"
"1819","HTY",36.5736,"36.1539","Hatay                                   "
"1820","HUA",34.6787,"-86.6848","REDSTONE AAF(REDSTONE ARSENAL)"
"1821","HUE",14.25,"36.5830","  Humera"
"1822","HUF",39.4633,"-87.3125","TERRE HAUTE INTL-HULMAN FLD"
"1823","HUH",-16.6881,"-151.0261","Huahine                                 "
"1824","HUI",16.3992,"107.7064","Hue"
"1825","HUL",46.1233,"-67.7917","HOULTON"
"1826","HUN",24.0233,"121.6100","Hualien                                 "
"1827","HUQ",29.1101,"15.9656","  Houn"
"1828","HUS",66.0391,"-154.2647","Hughes                                  "
"1829","HUT",38.0654,"-97.8606","HUTCHINSON MUNI-BUTLER FLD ARP"
"1830","HUU",-9.9,"-76.2167","Huanuco                                 "
"1831","HUV",61.7683,"17.0806","HUDIKSVAL"
"1832","HUW",-7.5336,"-63.0505","Coari/Aeroporto de Humaita"
"1833","HUX",15.7753,"-96.2626","Huatulco"
"1834","HUY",53.5744,"-0.3508","Humberside"
"1835","HVA",-14.6297,"47.7638","  Analalava"
"1836","HVB",-25.325,"152.8900","Hervey Bay"
"1837","HVD",47.9541,"91.6282","Khovd                                   "
"1838","HVG",71.0097,"25.9836","Honningsvag                             "
"1839","HVN",41.2638,"-72.8868","New Haven"
"1840","HVR",48.5431,"-109.7622","Havre"
"1841","HWD",37.6589,"-122.1217","HAYWARD EXECUTIVE"
"1842","HWN",-18.6339,"27.0081","HWANGE NATIONAL PARK"
"1843","HXX",-34.5317,"144.8300","HAY"
"1844","HYA",41.6694,"-70.2803","Hyannis"
"1845","HYD",17.4534,"78.4624","Hyderabad Rajiv Gandhi Intl Arpt        "
"1846","HYG",55.2063,"-132.8283","Hydaburg                                "
"1847","HYL",55.4816,"-132.6461","Hollis"
"1848","HYN",28.5622,"121.4286","Taizhou"
"1849","HYS",38.8422,"-99.2732","HAYS REGIONAL"
"1850","HZB",50.6167,"2.6400","MERVILLE/CALONNE"
"1851","HZD",51.7678,"13.1677","HOLZDORF"
"1852","HZG",33.0636,"107.0081","  Hanzhong"
"1853","HZH",26.335,"109.1500","Liping                                  "
"1854","HZK",65.9525,"-17.4258","HUSAVIK"
"1855","IAA",67.4417,"86.6233","Igarka                                  "
"1856","IAB",37.6229,"-97.2733","MC CONNELL AFB"
"1857","IAD",38.9445,"-77.4558","Washington Dulles International Apt"
"1858","IAG",43.1073,"-78.9462","Niagara Falls                           "
"1859","IAH",29.9844,"-95.3414","Houston George Bush Intercontinental Ap"
"1860","IAM",28.0514,"9.6428","In Amenas"
"1861","IAN",66.976,"-160.4365","Kiana"
"1862","IAO",9.8591,"126.0140","Siargao"
"1863","IAR",57.56,"40.1567","Yaroslavl"
"1864","IAS",47.1788,"27.6200","Iasi"
"1865","IBA",7.3608,"3.9781","Ibadan"
"1866","IBE",4.4214,"-75.1325","Ibague"
"1867","IBL",-21.7058,"35.4514","Indigo Bay Lodge"
"1868","IBR",36.1817,"140.4147","Ibaraki"
"1869","IBZ",38.8729,"1.3731","Ibiza                                   "
"1870","ICA",4.3333,"-61.7333","ICABARU"
"1871","ICI",-17.7433,"-179.3422","Cicia Island"
"1872","ICK",5.9628,"-57.0333","NIEUW NICKERIE/MAJ. FERNANDES"
"1873","ICN",37.4625,"126.4392","Seoul Incheon International Airport"
"1874","ICR",20.6833,"-75.5333","NICARO"
"1875","ICT",37.6499,"-97.4331","Wichita Mid-Continent Apt"
"1876","IDA",43.5145,"-112.0702","Idaho Falls"
"1877","IDB",61.8697,"12.6894","IDRE"
"1878","IDO",-11.5731,"-50.6678","CRISTALANDIA/STA ISABEL DO MOR"
"1879","IDR",22.7228,"75.8064","Indore"
"1880","IEG",52.1385,"15.7986","ZIELONA GORA/BABIMOST"
"1881","IEJ",26.7226,"127.7866","IEJIMA"
"1882","IEV",50.4017,"30.4517","Kiev Zhuliany Intl Apt"
"1883","IFJ",66.0581,"-23.1353","Isafjordur                              "
"1884","IFL",-17.5611,"146.0106","INNISFAIL"
"1885","IFN",32.7508,"51.8628","Esfahan"
"1886","IFO",48.885,"24.6867","Ivano-Frankivsk                         "
"1887","IFP",35.1611,"-114.5595","LAUGHLIN BULLHEAD INTL"
"1888","IGA",20.975,"-73.6669","Inagua                                  "
"1889","IGD",39.9744,"43.8800","Igdir                                   "
"1890","IGG",59.324,"-155.9018","Igiugig"
"1891","IGH",-18.6656,"146.1475","INGHAM"
"1892","IGL",38.5119,"27.0108","IZMIR/CIGLI"
"1893","IGM",35.2594,"-113.9381","Kingman                                 "
"1894","IGN",8.15,"124.2083","ILIGAN"
"1895","IGQ",41.5349,"-87.5295","LANSING MUNI CHICAGO"
"1896","IGR",-25.7372,"-54.4733","Iguazu"
"1897","IGS",48.7157,"11.5340","INGOLSTADT MANCHING"
"1898","IGU",-25.6003,"-54.4850","Foz do Iguacu"
"1899","IHR",27.236,"60.7196","Iran Shahr"
"1900","IIA",53.0919,"-9.5700","INISHMAAN"
"1901","IIL",33.5867,"46.4047","Ilam                                    "
"1902","IIS",-4.4997,"154.2261","  Nissan Island"
"1903","IJK",56.8333,"53.4567","Izhevsk"
"1904","IJX",39.7744,"-90.2386","JACKSONVILLE MUNI"
"1905","IKA",35.4161,"51.1522","Tehran Imam Khomeini International Apt"
"1906","IKE",70.4956,"-51.3031","Ikerasak"
"1907","IKI",33.7491,"129.7858","Iki                                     "
"1908","IKK",41.0714,"-87.8464","KANKAKEE GREATER KANKAKEE"
"1909","IKO",52.9416,"-168.8490","Nikolski"
"1910","IKS",71.695,"128.9000","Tiksi                                   "
"1911","IKT",52.2667,"104.3950","Irkutsk                                 "
"1912","IKV",41.6913,"-93.5663","ANKENY REGL"
"1913","ILA",13.697,"-89.1166","ILOPANGO INTL"
"1914","ILB",-20.4228,"-51.3311","PEREIRA BARRETO/ILHA SOLTEIRA"
"1915","ILD",41.7278,"0.5358","Lleida"
"1916","ILF",56.0614,"-95.6139","ILFORD"
"1917","ILG",39.6787,"-75.6065","Wilmington Greater Wilmington Apt"
"1918","ILI",59.7544,"-154.9110","Iliamna"
"1919","ILM",34.2706,"-77.9025","Wilmington"
"1920","ILN",39.4279,"-83.7921","WILMINGTON AIRBORNE PARK"
"1921","ILO",10.73,"122.5449","Ilo-Ilo"
"1922","ILP",-22.5889,"167.4558","Ile des Pins"
"1923","ILQ",-17.6908,"-71.3408","ILO"
"1924","ILR",8.44,"4.4939","Ilorin"
"1925","ILY",55.6819,"-6.2567","Islay"
"1926","ILZ",49.2333,"18.6136","ZILINA"
"1927","IMF",24.7636,"93.9031","Imphal                                  "
"1928","IMK",29.9711,"81.8189","  Simikot"
"1929","IML",40.5105,"-101.6201","IMPERIAL MUNI"
"1930","IMO",5.4247,"7.2094","OWERRI"
"1931","IMP",-5.5303,"-47.4578","Imperatriz                              "
"1932","IMT",45.8184,"-88.1145","Iron Mountain"
"1933","INB",16.517,"-88.4330","Independence                            "
"1934","INC",38.4819,"106.0092","Yinchuan"
"1935","IND",39.7173,"-86.2944","Indianapolis"
"1936","INE",30.3833,"-9.5500","AGADIR/INEZGANE"
"1937","INF",19.5689,"5.7489","IN GUEZZAM"
"1938","INH",-23.8667,"35.4167","Inhambane"
"1939","INI",43.3373,"21.8537","NIS"
"1940","INK",31.7797,"-103.2014","WINKLER CO"
"1941","INL",48.5662,"-93.4031","International Falls"
"1942","INN",47.2603,"11.3439","Innsbruck                               "
"1943","INT",36.1336,"-80.2219","WINSTON SALEM SMITH REYNOLDS"
"1944","INU",-0.5467,"166.9167","Nauru Island"
"1945","INV",57.5425,"-4.0475","Inverness                               "
"1946","INW",35.0218,"-110.7225","WINSLOW"
"1947","INZ",27.2536,"2.5100","In Salah"
"1948","IOA",39.6983,"20.8225","Ioannina"
"1949","IOM",54.0833,"-4.6239","Isle Of Man"
"1950","ION",1.5894,"18.0467","  Impfondo"
"1951","IOQ",65.53,"-38.9800","Isortoq"
